Image,Label
10036,3
25343,2 4
4116,4
27961,1 2 7
1351,4 7
21968,1
22237,6 4
5767,0
19331,6 1
4849,8
3236,8 2 4 7
14725,0
20492,1 4
2798,2 4
16114,6 4
23277,6 1 4
8771,6 4
4273,2
19931,8
11362,6 4
2484,0
28412,6
7645,0
8092,5 4
25056,6 5 4
24481,5 4
22015,4 7
29778,6
16032,8 4
7556,2 4
1443,4 7
4458,2 4
28643,6
9566,6 1
20623,0 4
21572,3
14354,6 4
18482,3
8725,8 6
6326,7
27448,3
21496,6
25700,2
21278,0
8452,3
28698,6 5
2446,0 2 4
7188,6
8986,2 4
28442,6 4
11380,4
9724,4 7
15869,4
11864,8 0 4
11801,1
5550,4 7
16106,4
19394,6
5394,0
595,2 4
13560,4
26348,6 5
30338,0
26910,6 0
26553,7
4897,9 7
12428,2 4
1757,3 4
11598,9
11611,4
24677,2 4
20130,2 4
11729,6 4
12237,6
8981,8 4
7196,2 4
4051,6 5 4
14251,6 9
772,0
9537,2 4
19470,1
28655,7
30038,3
29044,2 4
19108,3
26806,4
25749,3 2 4
2709,2 7
4823,6 7
28748,6 4
6595,4
29305,3 4
28115,3
19006,6
2649,6
13609,5
20708,9
17870,8
21136,3
299,8 9
13123,6 4
8978,4 7
12136,2 4
30659,0
27520,6
10744,2
21887,0 4
13784,2
12786,8
6222,4
5322,9
13642,8
14597,4
30771,0 4
911,5
4442,4
12078,1
7436,4
17745,2 4
7759,9
19811,9
10508,1 7
21227,6
5803,6 4
18856,7
20913,1
21196,1 7
7615,2
29093,5
5415,6 4
23371,3 4
15335,6
9400,9
3114,1 4
30022,0
10528,9
17,8 4
24772,6
14533,6
24630,4
23073,4
20400,6 4
3836,7
21874,5
25057,8
14206,1 4
22532,8 6 4
3893,4 7
14436,8 4
3010,3 4
15745,1 4
19266,1
25101,3
20175,0 5
26381,8
16978,0
18164,0
3635,1 2
15362,8
29476,4
24341,6 3
13807,3 4
7843,2
5122,3
26907,4
14138,4
17519,1
10708,6 4
21455,2
9567,6 4
15331,2
14635,2
17879,6
17215,6
4909,9 7
20241,4
22421,6 5 4
2903,3 4
6806,6 4
9603,3 4
25459,4
3351,4
6413,4
200,4
21100,4
1613,3
20883,9
28082,6 4
13580,3
22112,4
4740,6
10606,4
2848,4 7
14305,6 3
29938,2
3851,5
9503,3
30996,4
18622,7
16161,9
5886,9 4
26745,5
10920,6 4
25245,6 4 7
13501,6 3 4
1468,4
26876,6 9
22657,6 2
3634,6
2655,6 4 7
15755,3
26949,6 4
34,0
1970,5 4
5084,6 4
29421,4 7
27742,4
10616,6 5 7
31038,8 4
18465,4
28500,0
1064,6 4
7324,1
14851,6
123,4
10509,1 4
25598,4 7
18186,3
24157,1
19202,3 4
22447,6 3
9368,1
18483,6
6760,6
3526,9
22357,4
21283,4
13655,6
9372,4
12479,6 4
1799,6
2502,1
13721,7
11921,6 2 4
12758,2 4
9834,6 9
21445,0 4
10238,2
23790,0 4
17438,6 1
15848,6 7
17648,0
6539,4
4091,0
7159,6 3 4
25323,6 1
3044,3 7
9645,1
26131,7
20091,8 6
27097,4
7212,2
30366,4
17881,3
17656,8 6 7
26637,9
11225,3 4
21917,6 4
18152,1
8185,4 7
28843,3
16345,2
19951,6 2 4 7
18808,9
6077,0
14549,7
28250,1 4
20079,6 4
14946,6 4
17950,7
7692,6 2 4
9142,4
26868,3 4
12239,1 4
24713,4
26031,6 7
12732,6 0 4
535,6 1 4
3498,4
22192,0
21735,7
5373,6 4
20122,4
22261,7
24269,0
8612,6 4
2604,3 4
28808,6
7391,1
22877,6 2
29607,7
9182,6 3
22078,0 4
11462,4
20900,6 7
26584,6 2 4
24802,6 1
7831,6 4
11714,6
16412,8 4
25582,4
25830,4
12985,7
23644,4
7892,6 4
15744,4 7
30691,9
23351,9
29849,6 7
25962,0
18744,0
6167,6 4
1404,2 4
6267,2
14918,6 0
15085,3 4
28296,3 2
3919,7
25666,0 2
1844,2 4
2956,5
27435,8 4
28546,8
17504,6 9 5 7
30723,0
10524,8 5
11308,7
26953,1
25435,6
3914,2 4
22120,6 4
25283,6 4
15920,4
20861,6
15926,3
30103,0
23133,6 9
7767,5
14392,8
26681,7
23230,6 0 4
24026,1 2 4
8359,6 4
4854,6 4
13875,6 2
6436,5
13186,9
24007,6 4
294,0
8220,3
11307,6 9
15116,5
21907,6 4
25538,6
17065,2
2220,8
13454,4 7
18328,1 4
12488,5
8127,6 7
29344,0
10358,6
13382,4 7
12047,9 7
18225,1
19263,4
29584,4
16853,1
26535,4
12194,4
20394,6
16344,7
29362,9
1754,0 4
24507,5
22267,6
28649,9 7
12198,1
19446,6
10131,8 6 4
3712,4
4855,8 2
20059,4
27102,5
15295,6 4
28681,6 4
6469,6 4
25404,6
15452,4
6182,4 7
22905,4
17075,6 2 4
17813,2
2440,3 4
8323,6 4
3429,6 0 4
17291,5
11109,4
29846,4
8360,7
3993,2 7
21207,7
342,7
749,6
18121,5 4
16502,6 4
12547,5 4
4272,3 4
21401,9 7
8942,2 4
17381,6
19113,3
7348,7
10279,7
8373,6 3 2 7
30535,3 4
29978,4
22440,9
26072,5
25549,3 5
17876,6
17885,6 7
25923,0
22707,6
15506,0
16592,2 4
2574,6 4
3305,0 4
1314,2 4
3326,4
5535,9
6489,0
8871,0 2 4
17305,6 4
14030,6 2 4
21575,4 7
27811,4
27769,4
5189,3 2
10588,6
11837,6 0
419,7
25064,2
25932,4
13238,2
9588,6 2 4
30837,8 4
3719,4
11834,6
8095,9
5309,3
3565,6
19715,7
16704,1
21780,5
22921,6 2
10977,6 2
13151,3
19235,2 4
30597,6 2
7826,4
16433,6 4 7
17165,8
9910,3
27872,6 4
28501,2 4
27421,0
5349,8 6 7
18546,1 4
7681,4
2353,6
20312,5
16812,7
6116,6
30289,6 4
29676,1
30182,4
1246,4
3566,1
441,9 7
23086,4
12315,5 4
11464,6
20607,7
21659,1
6535,3
2125,0 4
25171,3
30121,6 4
21072,6
14368,6 4
17548,6 1
3412,4 7
14768,0 4
708,0
2199,2
1507,6
1307,0
29581,4
23177,2
3705,5 4
28532,5
18695,0
6078,0
24310,3 4
24976,4
15035,2
21368,4
22878,0 4
11526,0 4
12257,1
222,8 6 4
27616,6 4
17132,8 0
21225,4
17199,6 9
17718,6 4 7
16247,2
9308,8
29029,6
7158,4
7649,6 4
15527,6 3 4
295,6
17248,0
16558,3
30968,6 1
27383,9
16450,2
18851,4
25150,3
27947,1
7480,3
3494,6 4
26387,4
3264,0 2 7
13548,8
10645,4
457,3 4
13008,0
14775,3
5008,6 4
15195,0 2 4
24635,6
2346,6 4
23365,8
11322,8 4
19762,0
8263,3 4 7
30701,3 4
9166,0 4
13108,1
22264,6 3 4
19876,6
18162,0 2
6393,6
3897,8 6
16515,6 0 4
22571,6
9817,6 1
13113,2 4
13036,9
7807,8
18132,3 4
25164,6 9
6782,6 4 7
15459,4
8492,6 1
11135,6 3 4 7
26342,6
27313,0 9
22445,6 0 4
26897,9
5932,9
5431,9
3191,3 2 4
23207,9
18810,4
329,8 6 4
8404,6
3686,0
16864,8 4
10646,6 4
12119,2
18691,0
9604,2
22609,2 4
11751,6 4
15010,2
30972,6
23985,8 6
17370,7
4617,9
12823,4
30073,4
3137,6 3 4
27582,2
5002,8
7587,6 4
40,4
23574,2
20491,7
29516,8 9
946,9
25782,3 4
30314,8 3
3507,4
30833,8 6
11456,6 4
5188,4
8879,7
8961,4
27790,4 7
21114,5
29781,0
19218,6 4
20154,7
9418,0 4
24551,9
13224,7
23556,3
2583,3
15197,3 2 4
19104,6
14404,2 4
13968,9
2265,6 9
17447,5
27158,6
22880,6
22750,0
29333,5 4
25612,0
25847,2 4
2946,2
20817,0 4
17243,9
11606,0
20632,2 4
19061,9
29518,7
9434,6 4
5575,6 2
22471,5
23402,6 2
25909,4
25801,3 9 7
19658,1
25899,3
29791,7
4113,4
6149,1 4
22626,4
21403,0
7370,2 4
8736,4
22446,6 4
8341,0
10891,0
16525,8
897,6 0 4
21495,4
19969,6 1
22151,9
18113,6 4
28101,6 9
4930,4 7
11506,6 4
27308,2
1127,8
11650,6 3
11399,2
28134,1
29129,1 4
21046,4
17284,1
27406,1
29989,6 9 7
28058,6 4
8157,6 4
10547,6
11841,6 1 7
14910,3
7898,0
19417,6 7
27352,3
9476,1
21625,6 4
25219,1 4
12606,4
28238,2 4
2170,6 2
5081,0
19184,6
15263,7
29535,4
30114,0
28407,6 2 4
7731,6
26759,7
11840,6 7
20880,3 4
14090,4
14800,3 4
21263,8 0
30609,3
4320,6 7
21027,4
8125,6 4
11266,3 7
28065,4
26306,2
63,2
543,6
19817,6
12839,5
18635,9 4
29383,8
3221,1 4
14267,1
24123,4
16727,5
4959,0
30547,4
24354,4
16240,3
13124,8 6
27152,4 7
12655,6 3 4
10446,5
395,6
19879,6 2 4
14363,0
24594,6 2 7
17255,4
10327,8 9 7
4388,4
22012,9
19418,8 4
6651,4
1980,1 4
17587,6 3
20743,6 7
15213,1 4
14534,8
24575,6 2 4
18499,6 5
7052,4 7
25920,6 0
25677,2
2657,1
18006,4 7
10567,0 4
19498,5
29134,6 4
13765,6
15150,6 4
21892,4
10245,5 4
8900,6
28443,3
5492,6
27101,4
8717,6 4
5465,8 4
2598,2 4
12717,6 4
7924,3
3130,6 4
29300,1 7
3631,4
4414,5
6189,6 0 7
15832,4
4719,9 4
732,1 4
19629,6
1742,6 9
17277,5
29819,4
11232,9
26848,2 7
2803,7
16949,4
26020,6 4
16763,1
30770,0 4
27434,9
22272,6
25640,6 9
8047,9
12356,8 7
26624,6 5 4
28182,6
26331,6
20240,7
15986,0 4
24474,6 2
8667,8
15944,0
626,5
29015,6 4
14531,0
12156,4 7
30513,9
1241,4
553,6
27793,6 4 7
28247,6 2
22924,7
13087,1
30427,3 4 7
19866,6
2780,1 4
12837,0 4
22391,0
5442,6 4
4057,6
21220,5 4
23656,3 4
175,3 4
11655,6 4
480,4
23797,6
10436,9
22345,4
981,2
19660,6
2212,6 4
5406,0 4
27949,0 4
5371,6 4
27518,6
29130,0 4
24051,4
3265,9
16994,6 4
13206,1
10355,2 4
21424,3
2569,2
22185,0
16753,0
12609,5
22965,0
4249,6 2
26245,1
11036,3 5
20321,1
5361,6 4
3795,2
26630,6
7194,3
25641,0
24732,6
534,0
2985,9
28171,7
15896,4
1078,1 2
22443,2 4
5374,8 4
20446,6 2 4
1258,9
2806,0 4
10067,8 6
8283,0 4
20077,6 4
20445,6 4
6205,4
13251,7
3674,2 4
28852,1 4
25022,4
21305,6
9763,0
20190,9
17913,6 2 4
11738,4
5735,0 4
6141,3 2
14396,0
14631,4
23433,3 4 7
19430,6 1
13336,9
13835,3 4
11512,0 4
3931,8
11747,4
21999,3 5
28780,6 4
15271,8 4
12933,8 4
14566,6 4
22134,0
25936,7
20346,4
26684,6
28299,6 1 4
9184,4
14337,2 4
28602,3
11657,0
6683,1 4
9314,3
4512,7
15433,6
20138,6
6474,3 2
30286,6 1 7
653,4
21341,2 4
17160,6
15094,6
25182,9
22711,6
17850,4
20804,8 7
10566,0
12429,4 7
5049,1
14651,6
26523,4 7
29337,6
10269,4
25226,0 4
22219,0
7115,6 2
11340,5
28806,3
11384,5
10968,4
26611,1
5636,6 1
137,7
1355,0 1 4
18382,2 4
7172,0
22713,6 4 7
30280,4
19431,8
9943,3
1642,2 4
13011,6
29089,5
5784,2
30634,7
2875,6 4
380,3
18319,8
29058,6 4 7
5646,2 4
16769,0
17371,3
24456,6 2
11643,0
24595,7
14663,6 4
29660,1
11582,4
10320,0
15482,7
5276,7
27762,4 7
25958,0
18888,5
4908,4
14785,4
10678,6 4
22259,0
27635,6
6278,4
18770,6 4
7133,4
10123,3 4
14563,9
23718,6
14628,1
6360,5
8026,8 6
25772,6 2
21959,6
26887,5
16800,8 4
27561,4
12109,3
22059,7
14276,0
21909,8 4
19021,0
29011,2
18588,3 4
24065,3
17939,4
18986,6 1
23021,4
27560,3
7238,6 0 7
3962,7
1120,4
12353,0 2
17679,9
9782,1 4
316,5
7707,4
11641,2
19411,4
20714,4
27368,8 4
13780,6 4
1496,6 4
31027,4
7761,0
27358,8 4
7113,2
5499,4
5409,4
13693,9
21011,2
14654,4
729,6 1
4268,6 4
2845,9
7836,6 7
12202,1
12008,6
9387,3 7
10555,3
9227,0 2
9471,6 0 4
19670,7
12718,6 4
21858,4
20193,2 4
27127,4
29789,4 7
29549,4
5230,6 4
30751,1
30406,6 4
20669,0 4
16340,4
6395,4
4612,6
15413,1
24018,7
13861,3
783,6 5
17888,8
9078,7
3834,5
20569,3
5215,2
22104,6
30573,6 4
717,4
14321,6 4
24480,6
95,9
5456,0
15486,0
6447,2 4
28269,8 6
24415,3 4
17553,4
30191,2 4
6946,3
378,4
3913,2 4
10864,6 4
3900,6 4
1812,6 4
17517,6 0
3675,9
7060,4
11279,4 7
6765,4
20227,4
37,5
7719,2 4
30582,8 6 0
17872,9
9113,0
8054,4
22262,6 4
26952,0
2070,9
26282,0
11378,0
27869,2
3536,9
16176,4
26592,5
22535,0
18198,6 4
17573,4
18914,6 1
21444,0 4
4847,8 6
22819,4
28174,7
6770,3 4
9829,8 4
13179,6 3
12789,3 4
28588,4
6402,8 7
1832,6 7
13492,4
8266,6 3
21190,6 1 7
6639,6 4
26252,0 4
26448,4
1907,6 2
7262,7
24957,6 3 4
16855,3
14058,6 1 4
24812,2 4
4913,0
20687,5
30333,6
1112,3
30339,3 4
23870,5
17638,4
9838,3 4
25280,4
6211,3
27602,7
27439,6 9
14308,6 2
18472,8 4
4398,6 5 4
1113,4 7
20337,0
11642,0 4
26708,6 4
25078,2 4
8843,1
28514,6
308,6 2 4
25119,0
5109,4
20131,9
20713,2 4
7630,6 3
21784,6 4
24698,1 4
13817,2
11228,2
10479,3 2 4
1579,6 9
2069,1
8753,8 6 3 4
8784,6
21669,6
29429,2 4
29275,3
4012,6
6808,4
18489,4
9536,2
30579,6 3 1
16370,2 4
18871,6 4 7
18754,4
1991,6 4
28612,3 4
15302,6
14211,0
13329,6
4645,6
29455,1
8040,2
402,5
18055,8 4
3757,3 4
26308,1
18411,8 4
18072,4
12600,9
10226,9
16728,6 4
22827,6
11466,4
22714,9 2
5798,2
9786,2 4
28728,3 5 4
4078,4 7
29935,3
23225,0 5
6577,3 4
22457,6
25751,7
12048,3
24139,6
23290,4
12781,4
20859,9
586,2 4
10329,9 4
1662,2
27140,9
19166,0
307,6
25295,7
9419,1 4
4180,4 7
27808,8 7
9709,1 4
5915,4
29427,8
23529,9
30146,6
18686,4
10965,3
13670,2
9624,8 4
18516,9
2424,6 2
28828,6 4
3693,8
25364,4
25212,7
12111,4
22738,4
24189,6
18408,6 0 4
520,7
29870,1
27621,6 4
15138,6 4
18254,6
22293,4 7
30445,6 4
17342,6
28995,1
7967,4
5283,6 7
727,6 2
27050,9
26838,2
3090,5
16024,0
14970,7
19454,6
12163,4
13047,2
26469,0
18301,6
24249,6 4
12868,2
13524,6 4
22348,7
30090,6 1 4
14990,8
20548,1 4 7
1950,4
27504,1 4
27507,0 5
13845,3
30210,1
28112,6 2
9572,2
18785,6
2139,3
1352,7
5148,9
13287,6 4
832,5
20507,7
808,6 2
8248,2
12682,3 4
5287,6 4
3291,6 4
14259,6 7
23052,6 2
24182,0 4
12988,6
5183,6 4
12822,2
29699,6 9
64,7
182,4 7
2361,2
30811,4 7
1631,4
23960,6 4
13719,6
28177,9
19258,6 0
16687,6
19314,0 2 7
16926,4
9732,1
10582,2 4
18853,8 1
23956,1 4
16384,7
8666,9
11338,6 5
19473,3 4
20948,2 7
9839,9
196,6
18331,4
23015,3 4
16983,3
23333,7
2613,1
15781,4
16485,2
21856,1
29009,8 4
21653,3 4
28937,6 2
27696,7
6375,6 4
20217,5 4
14499,9
12614,4
26038,4
1738,4 7
18678,2 4
3231,4
28851,4
10197,7
26992,4
6427,3 2 4
1973,4
27548,9
8679,1
18481,6
5549,0 2
13345,3
6544,0 2
17747,2
10840,3
21548,6 3
15778,0
10807,7
2467,4
28509,7
12373,1
24982,4
25850,4
11157,9
5234,6 7
20094,3
23097,5
5218,9
22968,0
14428,7
25241,6 4
23840,3
15746,2
20731,3
26361,1 4
15950,6 2 4 7
10670,6
10154,7
26030,2
14071,2
2573,2
24735,0
2151,4
18239,4 7
4882,6 0 4
1515,2 4
5023,4 7
6381,4
6097,4
20840,8 6 4
17437,6 4
3805,3
12517,2 4
12280,4
10054,0
2887,0 4
17828,0
30020,6
146,4 7
19910,4
13344,4
30397,4
979,6 3 4
12307,8 0
21559,5
5021,9
8257,3
6129,6 4
2080,4
4671,2 4
21779,6
19228,3 4
11459,4
623,4
10247,4
4927,4
10751,6 2 4 7
17655,6 7
25488,6 7
11423,6 9
6731,0
15037,6
27905,4 7
25465,6
28639,6 0
806,9
21489,6 4
5633,2 4
14672,4
29838,8 6
17744,4
14613,4
20278,3
5872,1 4
8530,9 2
23064,0
7705,6 4
11549,4
17848,9
16992,4
5100,6 4
106,3
26984,6 1
25044,1
3077,4
8084,5
17702,6 4
22385,2
11491,0 4
209,9
9177,5
30909,6 2 4
6777,6 4
7075,6
19066,6 4
18950,7
3679,0
28861,2 4
6256,7
4025,7
18175,1 4
789,4
26706,6
861,6
6388,4
22379,4
27437,2
20760,9
28489,2 4
20775,2
18157,4 7
30270,5 4
18741,6 2 4
24447,1
31018,6 2
8872,6
25764,6
8003,9 7
4808,9
6630,3
1156,3
16684,2
29054,0
22479,1
24468,2 4
4892,0
27924,6 4
6739,5
2206,9
24127,1
7022,3
20737,2
14754,2 4
23650,7
20916,6 4
13688,4
21343,6 1 4
6605,4
22624,0
24641,4
25361,5
14832,6 3
14293,5 4
11351,0
25505,4 7
29399,4
24487,4
23618,6 1 4
7160,4
6769,4
28077,6 9
17180,7
17683,0 2
1774,6 4
3359,6 4
8607,3 4
22121,6
10018,6 7
23486,6 1
11821,8
19769,8 2
18559,0
26383,9
30478,4
2010,7
18145,8 6 4
6165,4 7
10208,4
5351,4
10950,0 4
28859,3
17420,9
11331,6
13327,0 1
26263,4
15103,7
18104,6 4
21928,4
5149,9 2 4
18998,5 4
17144,4
20307,6 4
16820,4
13351,6 4
3481,2
21247,7
4287,3 2
27443,4
4732,4
2901,6 4 7
15964,2 4
11142,9
17007,4
14907,3 4
11942,4
19859,6 2
7045,5
8633,2 4
7030,8 3 4
1150,7
25558,7
21310,5
9278,5 4
20895,1 7
26475,6 7
16453,1 4
30649,9
9647,4
12674,2
27501,3
5982,0
19689,1 2 4
25654,4
18504,4
12754,3
10669,6 4
1660,4 7
20787,9
3762,6
29442,2
2422,2 4
1280,2
15526,0
7672,3
18848,4
1448,6 4
25117,4
30363,6 3
2846,4
19136,4 7
28087,0
25475,4
12233,6 7
2176,4
17974,0 2 7
18931,1
7281,9 2
9788,7
28230,0
3729,6 4
28940,4
12771,6 7
55,3
5984,1
9902,8 7
29413,6 4
17318,6
1698,7
15140,1 4
7397,9
10791,1
20178,3 4
16932,6 4
27859,3
21433,3
2214,4
25965,4
19349,4
5725,0
23313,1
1296,3
30190,1
1596,0
13304,6 4
20390,6
28116,7
13339,6
24574,9
1615,4 7
23053,5 4
11982,8 4
19489,9 2 4
285,6
10599,4
21704,6 4
27210,3
15551,4
5291,3 4
18881,6
18361,1
12978,6 4
29704,0 4
14786,6
14020,6 4
15592,8 4
29487,6 2
30577,6 2
25147,2
636,0 4
27568,6
3075,6
13060,3
2489,1 7
24564,2 4
306,1 4
28663,5 4
26162,8
22043,3
23046,4 7
18134,2
2347,6 1 4
20936,5
26805,6 4
4520,0 2
22431,6
17020,2 4
18063,6
22410,6
25220,4
26198,1 4
13510,9
15704,2
27480,0
15795,3
10195,4
4947,3
14137,6 1 4
30375,7
9022,9
18802,7
19551,6 2 4
22496,6 4
7071,4
25353,3
10886,8 4
10605,6 5 4
14914,6 2
2608,3 4
18724,4
11287,9
4760,6 4
3949,4 7
14481,5
19856,6
15717,1 2
23252,6 7
28313,8 6 4
13559,1
5734,0 4
26174,6
1546,2 4
12794,9
11004,6 3 9
17851,1
26779,6 2 4
1407,4 7
17137,4
25820,3
3159,3 9
10133,0
20538,8
28961,4
18988,7
26659,6
10325,4
4779,1 4
28798,3 4
17161,2 4
12386,6 2 4
10401,1 4
14162,6 7
2019,1
3500,1 4
27005,6
27011,5 4
23078,9 2 4
19873,7
29133,6 4 7
14600,6 4
16579,6 4
16838,3
18341,4
29055,8 4
14806,8
6896,4
8734,5
20759,6
25537,6 1
3167,6 1 4
11080,2 4
17040,4
28139,6 4
23537,2 4
28421,3 4
3994,1 4
9134,8 1 4
12092,5 4
28451,4
30473,6
612,1 4
4881,6 4
13834,2
188,1 4
4474,4
28433,7
19799,8
1732,8
22692,6 4
24642,8 6
674,0
3511,3 2
22046,7
14813,9
3735,6 4
23442,7
16498,2
13594,6 4
14639,8 4
18172,7
12647,6 7
25812,3
29874,0
10273,5
18840,0
12099,5 4
4102,5
23243,1
16129,1 4
5216,4
1207,1 4
29257,8 4
4861,5
5758,9
7153,4
16422,9
12218,5
30014,2 4
1916,2
29892,4
28119,4 7
4355,0
26743,1
20051,4
15309,6 4 7
3060,6 4
17981,6 4
2839,6 4
26366,4 7
12554,6 4
15444,6
5567,4 7
26646,6
12536,6
25815,7
19251,4
27164,6 4
17613,6 4
25665,7
31013,6 1
29627,3
2093,6 2
20600,3 7
22617,0
6170,3 2 4
3110,6 3
1567,4
25518,0
27659,6 2
11617,4 7
5508,4 7
23002,3 4
20565,7
26665,2 4
5732,0
10551,4
16897,4 7
26755,2
23298,6
10218,9
29914,3 4
25803,6
14244,0 1
5861,1 4
25122,0
10804,9
22154,9
18203,7
19053,4
3261,4
9747,6 2 4
17685,6 4
29771,5
18054,6 4
30003,0
28361,6 2
23792,1
30064,6
23781,5
3121,7
17108,1 4
13995,6 7
8060,6
8549,7
596,9
5134,4
23358,0
1685,4
22718,3 4
22832,1 4
16545,4
23028,6 2
17119,9
8916,0 4
6853,6 5
10681,3
15913,1
27665,8 6
3644,0
22590,2 4
18188,4
26382,5
3943,2 4
22607,4
24140,8
15342,7
23259,3
8327,2 4
4345,0
10366,1 4
16199,2
27341,0 1
24337,6 4
14662,6 1
13577,2 4
8601,5 4
27329,4
3176,6 2 4
19199,1
7829,9
27620,4
16686,1
27181,3
23846,6 3
13146,6 4
5963,6 1
8051,4 7
21016,6 4
20878,4
15046,4
27556,0 4
14370,6 4
27272,6 4
28061,6 4
28822,8 4 7
22619,4
22735,3 4
28709,6 4
30510,6
26793,5 4
3912,3 2 4
14756,0 4
2517,6 4
19352,1
8144,6 5 4
26236,6 2
6602,3 4
25872,4 7
5597,5 4
14859,5
5536,1
24153,6
6626,6 9
621,2 4
14592,6 4
1429,6
23347,6
5679,4
21209,6
1595,1
8877,0
7902,8
29419,6
13871,9
2091,6 4
16623,6
10264,8 6 7
5689,4 7
709,1 4
172,6
7096,1
5826,4
3889,4
26889,0
7042,0
8781,0 4
10255,6
25170,1
28450,6 4
12683,6 4
7401,6 2 4
28577,5
26350,0 4
12375,6 5 4
3344,7
21337,4
22676,0
12140,8 6 4
2097,6
15738,8 6 4
29225,6
4420,6
18821,4
16520,2 7
16128,0
8539,5
12649,4
9768,4
28545,0
2474,0 9
12384,3
3546,6
5559,8
10919,4
16400,2
5922,4
12724,0
3573,5
24511,6 4
20855,7
1748,6 4 7
30982,7
5005,4
24329,3
8056,6 4
28641,9
9958,6 0 4
2770,4
24987,6
20379,0
11592,9
30839,5
8922,6 4
23455,1
20043,6 4
4062,4
13833,7
10115,2 4
17875,6
21254,4
30938,9
6877,6 4
20206,3
2944,6 2 4
29823,4
9790,6 5 4
3520,4 7
1118,6
21438,6 4
6699,1
12622,1
8576,0 1
10153,5 7
29228,4
7684,3
6609,4 7
3328,3 7
5972,2
26330,2
9197,2
25173,6 9
28957,9
8994,2
13728,2 4
13145,4
30166,6 1
17401,4
12539,6
3747,6 3 4
10913,3
15550,1 4
21352,2 4
4968,7
15688,1
26923,0
7189,6
7203,4
6948,0
2304,6
24319,4
13779,5 4
30081,4
4489,9
30376,6
7328,7
24499,6 2
5191,2
20015,9
13953,6
13935,5 4
12651,1
4467,1 4 7
15812,5
10280,0 4
27866,5
8814,8 6 4
19606,9
5531,7
5017,0 4
17088,9
1288,2 7
20049,3
26037,6
6561,6
16789,4
3239,2
28751,4
22353,8 6
4030,0
4298,6
23895,3
14222,4
3819,2
24148,1
12579,5
17352,0 4
21226,4
20235,8 6 4
10461,4
11720,6 4
21050,6 4
9317,0 4
503,4
30541,0 2 4
13314,1
3242,2
8699,6 7
30123,6 4
25946,6 2 4
28968,6 4
25597,7
9642,6 4
1426,4
4294,6 4
26925,4
1635,2 4
19678,6
11246,4
3979,7
28345,3
16136,3
6847,6 4
11148,6
4632,0
16259,7
10138,6 2 4
12509,0
21270,3
20746,4 7
28103,4
3200,6 7
2231,4
2059,6
18278,7
29385,3
12335,8 4
18828,6 4
17145,2 4
15344,5
19131,2 4
4137,2 4
29954,4
15619,3 4
9650,6 4
14614,6
12484,6
5046,6 4
20680,7
28074,6 4
20521,6
11254,5 4
27864,6 1 2
25238,0
2639,6 3
5568,6
30214,2 4
9563,4
508,3 4
6466,9
15905,0
20976,0
18800,2
15852,6 4
15694,6 7
3685,7
23849,0
14586,5
7061,6 2
1839,4
5678,0
23047,3 4
25051,6 5
16473,0
15671,4 7
25939,4 7
20641,8 6
9103,0 1
10990,1 4
7567,7
25292,2
10897,7
7322,9
14485,6 2
19079,6 7
22409,6 4
18797,0 4
7481,1 4
18390,0
5254,6 4
7958,6
23321,3
15815,4
4350,5
18937,4
28147,6 4
2732,1
26639,0
29346,8 6 4
2637,6
1119,1
29426,4
29949,6 2
14068,0 4
8585,1 4
27300,6
11318,4
30793,6 2
11570,2
18605,2 4
5714,6 4
30512,4
18215,7
25902,6 4
4745,1 4 7
7048,6 7
4213,2
25216,7
6516,1
14221,3
18013,0
16599,4
892,6 1 7
2561,4
26915,0
29177,4
24729,2
12975,3
27597,0
538,6
18118,4
24980,4 7
21179,3
7279,6 4
13088,8 2 4 7
17739,2
21740,6
24119,4
26183,3 4
24531,6 4
15011,4
21099,2 4
7381,4
17568,2 7
19002,6 4
9594,6 7
15780,1 4
27268,4
5047,6 7
18079,0 9
1594,6 2
24645,7
1712,9
16252,6 0
26297,5
26337,1 4
8538,6 4
15877,1 4
13366,6
12072,6 4 7
21122,4
19406,6 4
15130,1
634,6
2477,7
30320,4
26977,6 2 4
4166,6 4
15045,4
9766,6 3
13167,6 1
20424,6
22392,6 4 7
23619,6 4
22052,2 4
16170,8
18951,1
22829,2 4
15942,2 4
22889,3 1
27952,4
17062,1 4
2644,1 4
16945,6
26516,6 4
17055,1 4
6380,3
17435,6 4
10210,6
23239,1 4
10481,4
3890,4
15783,1
10171,0
26118,3 4 7
19587,6 3 4
10718,8 4 7
20166,2
30688,6 0
7318,3 1
25617,6 7
18962,2
17210,3 2
25788,6 3 2 4
15166,3
25592,6 4
18446,9
26358,6 4
18353,7
14541,4
28265,2 4
13653,6 4
15092,6 4
323,4
4142,8 6 4
28711,0
28682,6 4
15936,2
8028,4
21065,6 5 4
802,4
24880,6 4 7
19119,6
29943,4
23521,0
15109,2 4
4905,4
28864,9
427,4
23984,6 4
18061,0
30067,6 4
22292,7
20772,8
23805,1
26065,6 9
19268,6 4
5159,5 7
29958,1
20799,4
28318,0 4
27680,2 4
6089,6 4
10636,2 4
17632,7
30832,1 4 7
21622,0 9
8314,4
9781,0
5655,1
30919,4
4434,3 2 4
3706,6
9529,1
28383,8 1 4
13475,4
30093,6 4
27902,3
15487,3 2
21200,6
24021,7
27732,7
25844,6 0
13561,4
3463,3 4
16071,2 4
12853,0
30974,6 7
28029,6 7
17890,0 4
27933,8
